gradcam_index,pilot_index,image_id,class_name,true_label,true_class_id,source_type,corruption_type,severity,predicted_label,predicted_class_id,prediction_confidence,prediction_matches_target,relative_image_path,source_path,relative_heatmap_path,heatmap_path
1383,211,2915,051.Horned_Grebe,50,51,corrupted,brightness,1,50,51,0.9394795298576355,1,051.Horned_Grebe/Horned_Grebe_0009_34952.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\051.Horned_Grebe\2915_Horned_Grebe_0009_34952.jpg,corrupted\brightness\severity_1\image_2915.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_2915.png
1384,211,2915,051.Horned_Grebe,50,51,corrupted,brightness,3,50,51,0.9113128185272217,1,051.Horned_Grebe/Horned_Grebe_0009_34952.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\051.Horned_Grebe\2915_Horned_Grebe_0009_34952.jpg,corrupted\brightness\severity_3\image_2915.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_2915.png
1385,211,2915,051.Horned_Grebe,50,51,corrupted,brightness,5,50,51,0.7975603342056274,1,051.Horned_Grebe/Horned_Grebe_0009_34952.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\051.Horned_Grebe\2915_Horned_Grebe_0009_34952.jpg,corrupted\brightness\severity_5\image_2915.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_2915.png
1386,211,2915,051.Horned_Grebe,50,51,corrupted,gaussian_noise,1,50,51,0.9312114715576172,1,051.Horned_Grebe/Horned_Grebe_0009_34952.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\051.Horned_Grebe\2915_Horned_Grebe_0009_34952.jpg,corrupted\gaussian_noise\severity_1\image_2915.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_2915.png
1387,211,2915,051.Horned_Grebe,50,51,corrupted,gaussian_noise,3,50,51,0.6669580936431885,1,051.Horned_Grebe/Horned_Grebe_0009_34952.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\051.Horned_Grebe\2915_Horned_Grebe_0009_34952.jpg,corrupted\gaussian_noise\severity_3\image_2915.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_3\image_2915.png
1388,211,2915,051.Horned_Grebe,50,51,corrupted,gaussian_noise,5,50,51,0.2365269809961319,1,051.Horned_Grebe/Horned_Grebe_0009_34952.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\051.Horned_Grebe\2915_Horned_Grebe_0009_34952.jpg,corrupted\gaussian_noise\severity_5\image_2915.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_5\image_2915.png
1389,211,2915,051.Horned_Grebe,50,51,corrupted,motion_blur,1,50,51,0.8589010834693909,1,051.Horned_Grebe/Horned_Grebe_0009_34952.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\051.Horned_Grebe\2915_Horned_Grebe_0009_34952.jpg,corrupted\motion_blur\severity_1\image_2915.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_2915.png
1390,211,2915,051.Horned_Grebe,50,51,corrupted,motion_blur,3,50,51,0.7500807642936707,1,051.Horned_Grebe/Horned_Grebe_0009_34952.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\051.Horned_Grebe\2915_Horned_Grebe_0009_34952.jpg,corrupted\motion_blur\severity_3\image_2915.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_2915.png
1391,211,2915,051.Horned_Grebe,50,51,corrupted,motion_blur,5,50,51,0.5327339768409729,1,051.Horned_Grebe/Horned_Grebe_0009_34952.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\051.Horned_Grebe\2915_Horned_Grebe_0009_34952.jpg,corrupted\motion_blur\severity_5\image_2915.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_5\image_2915.png
1392,173,2926,051.Horned_Grebe,50,51,corrupted,brightness,1,50,51,0.5741377472877502,1,051.Horned_Grebe/Horned_Grebe_0010_34716.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\051.Horned_Grebe\2926_Horned_Grebe_0010_34716.jpg,corrupted\brightness\severity_1\image_2926.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_2926.png
1393,173,2926,051.Horned_Grebe,50,51,corrupted,brightness,3,50,51,0.6114912629127502,1,051.Horned_Grebe/Horned_Grebe_0010_34716.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\051.Horned_Grebe\2926_Horned_Grebe_0010_34716.jpg,corrupted\brightness\severity_3\image_2926.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_2926.png
1394,173,2926,051.Horned_Grebe,50,51,corrupted,brightness,5,50,51,0.5608599781990051,1,051.Horned_Grebe/Horned_Grebe_0010_34716.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\051.Horned_Grebe\2926_Horned_Grebe_0010_34716.jpg,corrupted\brightness\severity_5\image_2926.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_2926.png
1395,173,2926,051.Horned_Grebe,50,51,corrupted,gaussian_noise,1,50,51,0.5752114057540894,1,051.Horned_Grebe/Horned_Grebe_0010_34716.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\051.Horned_Grebe\2926_Horned_Grebe_0010_34716.jpg,corrupted\gaussian_noise\severity_1\image_2926.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_2926.png
1396,173,2926,051.Horned_Grebe,50,51,corrupted,motion_blur,1,50,51,0.7182432413101196,1,051.Horned_Grebe/Horned_Grebe_0010_34716.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\051.Horned_Grebe\2926_Horned_Grebe_0010_34716.jpg,corrupted\motion_blur\severity_1\image_2926.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_2926.png
1397,173,2926,051.Horned_Grebe,50,51,corrupted,motion_blur,3,50,51,0.37273141741752625,1,051.Horned_Grebe/Horned_Grebe_0010_34716.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\051.Horned_Grebe\2926_Horned_Grebe_0010_34716.jpg,corrupted\motion_blur\severity_3\image_2926.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_2926.png
1398,309,2942,051.Horned_Grebe,50,51,corrupted,brightness,1,50,51,0.43964290618896484,1,051.Horned_Grebe/Horned_Grebe_0062_34523.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\051.Horned_Grebe\2942_Horned_Grebe_0062_34523.jpg,corrupted\brightness\severity_1\image_2942.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_2942.png
1399,309,2942,051.Horned_Grebe,50,51,corrupted,brightness,3,50,51,0.47388821840286255,1,051.Horned_Grebe/Horned_Grebe_0062_34523.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\051.Horned_Grebe\2942_Horned_Grebe_0062_34523.jpg,corrupted\brightness\severity_3\image_2942.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_2942.png
1400,309,2942,051.Horned_Grebe,50,51,corrupted,brightness,5,50,51,0.3996139466762543,1,051.Horned_Grebe/Horned_Grebe_0062_34523.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\051.Horned_Grebe\2942_Horned_Grebe_0062_34523.jpg,corrupted\brightness\severity_5\image_2942.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_2942.png
1401,309,2942,051.Horned_Grebe,50,51,corrupted,gaussian_noise,1,50,51,0.3236933648586273,1,051.Horned_Grebe/Horned_Grebe_0062_34523.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\051.Horned_Grebe\2942_Horned_Grebe_0062_34523.jpg,corrupted\gaussian_noise\severity_1\image_2942.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_2942.png
1402,309,2942,051.Horned_Grebe,50,51,corrupted,motion_blur,1,50,51,0.5817925333976746,1,051.Horned_Grebe/Horned_Grebe_0062_34523.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\051.Horned_Grebe\2942_Horned_Grebe_0062_34523.jpg,corrupted\motion_blur\severity_1\image_2942.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_2942.png
1403,309,2942,051.Horned_Grebe,50,51,corrupted,motion_blur,3,50,51,0.7473682165145874,1,051.Horned_Grebe/Horned_Grebe_0062_34523.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\051.Horned_Grebe\2942_Horned_Grebe_0062_34523.jpg,corrupted\motion_blur\severity_3\image_2942.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_2942.png
1404,309,2942,051.Horned_Grebe,50,51,corrupted,motion_blur,5,50,51,0.6188479661941528,1,051.Horned_Grebe/Horned_Grebe_0062_34523.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\051.Horned_Grebe\2942_Horned_Grebe_0062_34523.jpg,corrupted\motion_blur\severity_5\image_2942.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_5\image_2942.png
1405,261,2960,052.Pied_billed_Grebe,51,52,corrupted,brightness,1,51,52,0.9109548330307007,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0007_35399.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\052.Pied_billed_Grebe\2960_Pied_Billed_Grebe_0007_35399.jpg,corrupted\brightness\severity_1\image_2960.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_2960.png
1406,261,2960,052.Pied_billed_Grebe,51,52,corrupted,brightness,3,51,52,0.9166768789291382,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0007_35399.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\052.Pied_billed_Grebe\2960_Pied_Billed_Grebe_0007_35399.jpg,corrupted\brightness\severity_3\image_2960.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_2960.png
1407,261,2960,052.Pied_billed_Grebe,51,52,corrupted,brightness,5,51,52,0.928611159324646,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0007_35399.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\052.Pied_billed_Grebe\2960_Pied_Billed_Grebe_0007_35399.jpg,corrupted\brightness\severity_5\image_2960.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_2960.png
1408,261,2960,052.Pied_billed_Grebe,51,52,corrupted,gaussian_noise,1,51,52,0.87687087059021,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0007_35399.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\052.Pied_billed_Grebe\2960_Pied_Billed_Grebe_0007_35399.jpg,corrupted\gaussian_noise\severity_1\image_2960.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_2960.png
1409,261,2960,052.Pied_billed_Grebe,51,52,corrupted,gaussian_noise,3,51,52,0.8309051394462585,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0007_35399.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\052.Pied_billed_Grebe\2960_Pied_Billed_Grebe_0007_35399.jpg,corrupted\gaussian_noise\severity_3\image_2960.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_3\image_2960.png
1410,261,2960,052.Pied_billed_Grebe,51,52,corrupted,motion_blur,1,51,52,0.8486427664756775,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0007_35399.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\052.Pied_billed_Grebe\2960_Pied_Billed_Grebe_0007_35399.jpg,corrupted\motion_blur\severity_1\image_2960.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_2960.png
1411,261,2960,052.Pied_billed_Grebe,51,52,corrupted,motion_blur,3,51,52,0.7990431785583496,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0007_35399.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\052.Pied_billed_Grebe\2960_Pied_Billed_Grebe_0007_35399.jpg,corrupted\motion_blur\severity_3\image_2960.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_2960.png
1412,261,2960,052.Pied_billed_Grebe,51,52,corrupted,motion_blur,5,51,52,0.3883972764015198,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0007_35399.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\052.Pied_billed_Grebe\2960_Pied_Billed_Grebe_0007_35399.jpg,corrupted\motion_blur\severity_5\image_2960.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_5\image_2960.png
1413,269,2977,052.Pied_billed_Grebe,51,52,corrupted,brightness,1,51,52,0.6633808016777039,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0045_35962.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\052.Pied_billed_Grebe\2977_Pied_Billed_Grebe_0045_35962.jpg,corrupted\brightness\severity_1\image_2977.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_2977.png
1414,269,2977,052.Pied_billed_Grebe,51,52,corrupted,brightness,3,51,52,0.8280822038650513,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0045_35962.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\052.Pied_billed_Grebe\2977_Pied_Billed_Grebe_0045_35962.jpg,corrupted\brightness\severity_3\image_2977.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_2977.png
1415,269,2977,052.Pied_billed_Grebe,51,52,corrupted,brightness,5,51,52,0.8773251175880432,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0045_35962.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\052.Pied_billed_Grebe\2977_Pied_Billed_Grebe_0045_35962.jpg,corrupted\brightness\severity_5\image_2977.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_2977.png
1416,269,2977,052.Pied_billed_Grebe,51,52,corrupted,gaussian_noise,1,51,52,0.8301169276237488,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0045_35962.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\052.Pied_billed_Grebe\2977_Pied_Billed_Grebe_0045_35962.jpg,corrupted\gaussian_noise\severity_1\image_2977.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_2977.png
1417,269,2977,052.Pied_billed_Grebe,51,52,corrupted,gaussian_noise,3,51,52,0.45982441306114197,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0045_35962.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\052.Pied_billed_Grebe\2977_Pied_Billed_Grebe_0045_35962.jpg,corrupted\gaussian_noise\severity_3\image_2977.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_3\image_2977.png
1418,269,2977,052.Pied_billed_Grebe,51,52,corrupted,gaussian_noise,5,51,52,0.5695367455482483,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0045_35962.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\052.Pied_billed_Grebe\2977_Pied_Billed_Grebe_0045_35962.jpg,corrupted\gaussian_noise\severity_5\image_2977.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_5\image_2977.png
1419,269,2977,052.Pied_billed_Grebe,51,52,corrupted,motion_blur,1,51,52,0.7340787053108215,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0045_35962.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\052.Pied_billed_Grebe\2977_Pied_Billed_Grebe_0045_35962.jpg,corrupted\motion_blur\severity_1\image_2977.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_2977.png
1420,490,2992,052.Pied_billed_Grebe,51,52,corrupted,brightness,1,51,52,0.9431242346763611,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0030_35498.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\052.Pied_billed_Grebe\2992_Pied_Billed_Grebe_0030_35498.jpg,corrupted\brightness\severity_1\image_2992.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_2992.png
1421,490,2992,052.Pied_billed_Grebe,51,52,corrupted,brightness,3,51,52,0.9319893717765808,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0030_35498.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\052.Pied_billed_Grebe\2992_Pied_Billed_Grebe_0030_35498.jpg,corrupted\brightness\severity_3\image_2992.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_2992.png
1422,490,2992,052.Pied_billed_Grebe,51,52,corrupted,brightness,5,51,52,0.9418710470199585,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0030_35498.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\052.Pied_billed_Grebe\2992_Pied_Billed_Grebe_0030_35498.jpg,corrupted\brightness\severity_5\image_2992.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_2992.png
1423,490,2992,052.Pied_billed_Grebe,51,52,corrupted,gaussian_noise,1,51,52,0.9482834339141846,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0030_35498.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\052.Pied_billed_Grebe\2992_Pied_Billed_Grebe_0030_35498.jpg,corrupted\gaussian_noise\severity_1\image_2992.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_2992.png
1424,490,2992,052.Pied_billed_Grebe,51,52,corrupted,gaussian_noise,3,51,52,0.9392461180686951,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0030_35498.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\052.Pied_billed_Grebe\2992_Pied_Billed_Grebe_0030_35498.jpg,corrupted\gaussian_noise\severity_3\image_2992.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_3\image_2992.png
1425,490,2992,052.Pied_billed_Grebe,51,52,corrupted,gaussian_noise,5,51,52,0.8675225377082825,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0030_35498.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\052.Pied_billed_Grebe\2992_Pied_Billed_Grebe_0030_35498.jpg,corrupted\gaussian_noise\severity_5\image_2992.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_5\image_2992.png
1426,490,2992,052.Pied_billed_Grebe,51,52,corrupted,motion_blur,1,51,52,0.9404041171073914,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0030_35498.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\052.Pied_billed_Grebe\2992_Pied_Billed_Grebe_0030_35498.jpg,corrupted\motion_blur\severity_1\image_2992.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_2992.png
1427,490,2992,052.Pied_billed_Grebe,51,52,corrupted,motion_blur,3,51,52,0.921879768371582,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0030_35498.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\052.Pied_billed_Grebe\2992_Pied_Billed_Grebe_0030_35498.jpg,corrupted\motion_blur\severity_3\image_2992.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_2992.png
1428,490,2992,052.Pied_billed_Grebe,51,52,corrupted,motion_blur,5,51,52,0.7634055018424988,1,052.Pied_billed_Grebe/Pied_Billed_Grebe_0030_35498.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\052.Pied_billed_Grebe\2992_Pied_Billed_Grebe_0030_35498.jpg,corrupted\motion_blur\severity_5\image_2992.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_5\image_2992.png
1429,279,3051,053.Western_Grebe,52,53,corrupted,brightness,1,52,53,0.8634740114212036,1,053.Western_Grebe/Western_Grebe_0020_36241.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\053.Western_Grebe\3051_Western_Grebe_0020_36241.jpg,corrupted\brightness\severity_1\image_3051.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_3051.png
1430,279,3051,053.Western_Grebe,52,53,corrupted,brightness,3,52,53,0.8682894706726074,1,053.Western_Grebe/Western_Grebe_0020_36241.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\053.Western_Grebe\3051_Western_Grebe_0020_36241.jpg,corrupted\brightness\severity_3\image_3051.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_3051.png
1431,279,3051,053.Western_Grebe,52,53,corrupted,brightness,5,52,53,0.8520482778549194,1,053.Western_Grebe/Western_Grebe_0020_36241.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\053.Western_Grebe\3051_Western_Grebe_0020_36241.jpg,corrupted\brightness\severity_5\image_3051.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_3051.png
1432,279,3051,053.Western_Grebe,52,53,corrupted,gaussian_noise,1,52,53,0.8784328699111938,1,053.Western_Grebe/Western_Grebe_0020_36241.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\053.Western_Grebe\3051_Western_Grebe_0020_36241.jpg,corrupted\gaussian_noise\severity_1\image_3051.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_3051.png
1433,279,3051,053.Western_Grebe,52,53,corrupted,gaussian_noise,3,52,53,0.9195506572723389,1,053.Western_Grebe/Western_Grebe_0020_36241.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\053.Western_Grebe\3051_Western_Grebe_0020_36241.jpg,corrupted\gaussian_noise\severity_3\image_3051.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_3\image_3051.png
1434,279,3051,053.Western_Grebe,52,53,corrupted,gaussian_noise,5,52,53,0.8540958166122437,1,053.Western_Grebe/Western_Grebe_0020_36241.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\053.Western_Grebe\3051_Western_Grebe_0020_36241.jpg,corrupted\gaussian_noise\severity_5\image_3051.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_5\image_3051.png
1435,279,3051,053.Western_Grebe,52,53,corrupted,motion_blur,1,52,53,0.9007136821746826,1,053.Western_Grebe/Western_Grebe_0020_36241.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\053.Western_Grebe\3051_Western_Grebe_0020_36241.jpg,corrupted\motion_blur\severity_1\image_3051.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_3051.png
1436,279,3051,053.Western_Grebe,52,53,corrupted,motion_blur,3,52,53,0.9109859466552734,1,053.Western_Grebe/Western_Grebe_0020_36241.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\053.Western_Grebe\3051_Western_Grebe_0020_36241.jpg,corrupted\motion_blur\severity_3\image_3051.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_3051.png
1437,279,3051,053.Western_Grebe,52,53,corrupted,motion_blur,5,52,53,0.8685042262077332,1,053.Western_Grebe/Western_Grebe_0020_36241.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\053.Western_Grebe\3051_Western_Grebe_0020_36241.jpg,corrupted\motion_blur\severity_5\image_3051.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_5\image_3051.png
1438,7,3057,053.Western_Grebe,52,53,corrupted,brightness,1,52,53,0.8438110947608948,1,053.Western_Grebe/Western_Grebe_0103_36515.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\053.Western_Grebe\3057_Western_Grebe_0103_36515.jpg,corrupted\brightness\severity_1\image_3057.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_3057.png
